No.|Time|Source|Destination|Protocol|Length|Info|No.|ScrapedData
5|5.063|192.168.1.1|10.0.2.15|DNS|91|Standard response A b'maps.google.com.' 216.58.201.78|5|
12|5.189|10.0.2.15|91.239.200.182|HTTP|727|POST www.malakopanabrno.cz/ HTTP/1.1b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'|12|b'username=sdf&password=sdf
16|7.47|91.239.200.182|10.0.2.15|HTTP|1514|200 OK HTTP/1.1|16|
69|7.643|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.googletagmanager.com.'|69|
70|7.654|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.googletagmanager.com.'|70|
71|7.666|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.min.js HTTP/1.1|71|
73|7.689|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery-ui.min.js HTTP/1.1|73|
79|7.723|192.168.1.1|10.0.2.15|DNS|159|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|79|
80|7.741|10.0.2.15|192.168.1.1|DNS|75|Standard query A b'maps.google.com.'|80|
81|7.743|192.168.1.1|10.0.2.15|DNS|91|Standard response A b'maps.google.com.' 216.58.201.78|81|
83|7.748|192.168.1.1|10.0.2.15|DNS|480|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|83|
86|7.79|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.menu.js HTTP/1.1|86|
92|7.795|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|92|
94|7.798|91.239.200.182|10.0.2.15|HTTP|295|304 Not Modified HTTP/1.1|94|
96|7.83|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.jNice.js HTTP/1.1|96|
98|7.831|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery.bookmark.js HTTP/1.1|98|
100|7.833|10.0.2.15|91.239.200.182|HTTP|592|GET www.malakopanabrno.cz/app/js/jquery/jquery.scrollPane.js HTTP/1.1|100|
101|7.834|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.countdown.js HTTP/1.1|101|
106|7.842|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.colorbox.js HTTP/1.1|106|
110|7.845|10.0.2.15|216.58.201.78|HTTP|591|GET maps.google.com/maps/api/js HTTP/1.1|110|
112|7.847|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|112|
114|7.921|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.pngfix.js HTTP/1.1|114|
116|7.928|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|116|
118|7.929|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/app/js/jquery/jquery.nivo.slider.js HTTP/1.1|118|
120|7.931|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|120|
122|7.934|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|122|
124|7.942|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|124|
126|7.962|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|126|
128|7.965|10.0.2.15|91.239.200.182|HTTP|581|GET www.malakopanabrno.cz/app/js/jquery/jquery.js HTTP/1.1|128|
129|7.967|10.0.2.15|91.239.200.182|HTTP|578|GET www.malakopanabrno.cz/app/js/swfobjects.js HTTP/1.1|129|
130|7.969|10.0.2.15|91.239.200.182|HTTP|574|GET www.malakopanabrno.cz/auth/js/ankety.js HTTP/1.1|130|
134|7.984|10.0.2.15|91.239.200.182|HTTP|591|GET www.malakopanabrno.cz/app/js/jquery/jquery.mousewheel.js HTTP/1.1|134|
136|7.985|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|136|
138|7.986|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|138|
140|7.987|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|140|
142|7.988|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|142|
144|7.988|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|144|
146|7.99|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|146|
148|7.991|216.58.201.78|10.0.2.15|HTTP|2914|200 OK HTTP/1.1|148|
179|8.027|10.0.2.15|192.168.1.1|DNS|79|Standard query A b'maps.googleapis.com.'|179|
180|8.043|192.168.1.1|10.0.2.15|DNS|238|Standard response A b'maps.googleapis.com.' 142.251.37.106|180|
181|8.074|10.0.2.15|91.239.200.182|HTTP|512|GET www.malakopanabrno.cz/stat/stat.php?rozliseni=2560x1335&bit=24&st=1&cache=1642586679_1 HTTP/1.1|181|
186|8.081|10.0.2.15|142.251.37.106|HTTP|424|GET maps.googleapis.com/maps/api/mapsjs/gen_204?csp_test=true HTTP/1.1|186|
188|8.103|91.239.200.182|10.0.2.15|HTTP|318|200 OK HTTP/1.1|188|
190|8.117|142.251.37.106|10.0.2.15|HTTP|680|403 Forbidden HTTP/1.1|190|
192|8.119|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/img/arrows/arrow.png HTTP/1.1|192|
194|8.143|10.0.2.15|91.239.200.182|HTTP|588|GET www.malakopanabrno.cz/img/layout/bsmk.png HTTP/1.1|194|
196|8.15|10.0.2.15|91.239.200.182|HTTP|599|GET www.malakopanabrno.cz/img/clubs/thumbs/agrostroj.png HTTP/1.1|196|
198|8.18|10.0.2.15|91.239.200.182|HTTP|594|GET www.malakopanabrno.cz/img/clubs/thumbs/bkmk.png HTTP/1.1|198|
200|8.186|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/cordoba-06.png HTTP/1.1|200|
202|8.193|10.0.2.15|91.239.200.182|HTTP|604|GET www.malakopanabrno.cz/img/clubs/thumbs/cz-spieler-brno.png HTTP/1.1|202|
204|8.197|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|204|
206|8.198|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|206|
208|8.205|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|208|
210|8.233|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|210|
212|8.249|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|212|
214|8.253|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|214|
216|8.26|10.0.2.15|91.239.200.182|HTTP|598|GET www.malakopanabrno.cz/img/clubs/thumbs/km-prona.png HTTP/1.1|216|
218|8.279|10.0.2.15|91.239.200.182|HTTP|606|GET www.malakopanabrno.cz/img/clubs/thumbs/mf-nove-vinarstvi.png HTTP/1.1|218|
219|8.303|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/mfc-srandy.png HTTP/1.1|219|
220|8.304|10.0.2.15|91.239.200.182|HTTP|605|GET www.malakopanabrno.cz/img/clubs/thumbs/mk-slatina-brno.png HTTP/1.1|220|
222|8.312|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/royal-flush.png HTTP/1.1|222|
225|8.314|10.0.2.15|91.239.200.182|HTTP|610|GET www.malakopanabrno.cz/img/clubs/thumbs/sport-centrum-srbska.png HTTP/1.1|225|
228|8.348|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|228|
230|8.349|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|230|
232|8.351|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|232|
233|8.352|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|233|
234|8.353|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|234|
236|8.354|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|236|
238|8.354|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/clubs/thumbs/senk-okna-reds.png HTTP/1.1|238|
239|8.355|10.0.2.15|91.239.200.182|HTTP|602|GET www.malakopanabrno.cz/img/clubs/thumbs/vyssi-princip.png HTTP/1.1|239|
240|8.361|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-h4JyEBfjDbjXRg10.jpg HTTP/1.1|240|
241|8.362|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-iMsJxCelpv3LFuej.jpg HTTP/1.1|241|
244|8.365|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-SRb5OVpMVQZvxibB.jpg HTTP/1.1|244|
248|8.367|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-qFGzmZV1kadCGonF.jpg HTTP/1.1|248|
250|8.374|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|250|
251|8.377|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-rgkILPHaDNB1ObNQ.jpg HTTP/1.1|251|
253|8.378|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|253|
254|8.379|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|254|
255|8.379|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|255|
256|8.381|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|256|
257|8.392|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|257|
258|8.395|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-EqLK2pwofI4kb4X5.jpg HTTP/1.1|258|
259|8.396|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-1MYRIGZ4GXsdbbcy.jpg HTTP/1.1|259|
260|8.397|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-ZCvDncsDOBH9FOrQ.jpg HTTP/1.1|260|
261|8.398|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-72x0Pw9buzWPtIMA.jpg HTTP/1.1|261|
263|8.399|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-BK3YGjVosyWD2boh.jpg HTTP/1.1|263|
268|8.421|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|268|
269|8.422|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-B0shnOr8OomQFIZk.jpg HTTP/1.1|269|
271|8.423|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|271|
272|8.425|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|272|
273|8.432|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|273|
274|8.433|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|274|
275|8.435|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|275|
276|8.459|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-SFLSzaTJEpEr47hl.jpg HTTP/1.1|276|
277|8.462|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-5blGw1vSDjMJ9oy4.jpg HTTP/1.1|277|
278|8.465|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-tHWmidlVA3RiqzIj.jpg HTTP/1.1|278|
279|8.502|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-BSm8GL78cBDljz6h.jpg HTTP/1.1|279|
280|8.509|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|280|
281|8.521|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/img/icons/last_played.png HTTP/1.1|281|
283|8.522|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|283|
284|8.523|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|284|
285|8.524|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|285|
286|8.525|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|286|
287|8.527|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|287|
288|8.528|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|288|
289|8.529|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|289|
290|8.53|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|290|
291|8.53|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|291|
292|8.532|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|292|
293|8.534|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|293|
294|8.535|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|294|
295|8.536|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|295|
296|8.536|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|296|
297|8.537|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|297|
298|8.537|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|298|
299|8.538|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|299|
300|8.54|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|300|
301|8.541|10.0.2.15|91.239.200.182|HTTP|592|GET www.malakopanabrno.cz/img/partners/new/tep.png HTTP/1.1|301|
303|8.542|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|303|
305|8.543|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|305|
306|8.543|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|306|
307|8.544|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|307|
310|8.546|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.google-analytics.com.'|310|
311|8.546|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.google-analytics.com.'|311|
314|8.56|192.168.1.1|10.0.2.15|DNS|508|Standard response CNAME b'www.google-analytics.com.' b'www-google-analytics.l.google.com.'|314|
315|8.603|192.168.1.1|10.0.2.15|DNS|480|Standard response CNAME b'www.google-analytics.com.' b'www-google-analytics.l.google.com.'|315|
322|10.712|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|322|
323|10.713|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|323|
324|10.714|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|324|
325|10.715|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|325|
344|15.941|10.0.2.15|172.217.23.206|HTTP|166|GET clients3.google.com/generate_204 HTTP/1.1|344|
346|15.958|172.217.23.206|10.0.2.15|HTTP|137|204 No Content HTTP/1.1|346|
348|16.292|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|348|
349|16.293|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|349|
350|16.293|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|350|
351|16.324|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|351|
1|5.942|10.0.2.15|192.168.1.1|DNS|81|Standard query A b'www.malakopanabrno.cz.'|1|
2|5.943|10.0.2.15|192.168.1.1|DNS|75|Standard query A b'maps.google.com.'|2|
3|5.945|192.168.1.1|10.0.2.15|DNS|97|Standard response A b'www.malakopanabrno.cz.' 91.239.200.182|3|
8|5.998|10.0.2.15|91.239.200.182|HTTP|727|POST www.malakopanabrno.cz/ HTTP/1.1b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'|8|b'username=sdf&password=sdf
12|6.038|192.168.1.1|10.0.2.15|DNS|227|Standard response A b'maps.google.com.' 142.251.37.110|12|
16|8.375|91.239.200.182|10.0.2.15|HTTP|1514|200 OK HTTP/1.1|16|
82|8.648|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.googletagmanager.com.'|82|
83|8.651|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.googletagmanager.com.'|83|
84|8.674|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.min.js HTTP/1.1|84|
86|8.698|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery-ui.min.js HTTP/1.1|86|
92|8.707|10.0.2.15|192.168.1.1|DNS|75|Standard query A b'maps.google.com.'|92|
93|8.756|192.168.1.1|10.0.2.15|DNS|480|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|93|
94|8.819|192.168.1.1|10.0.2.15|DNS|91|Standard response A b'maps.google.com.' 142.251.37.110|94|
96|8.83|192.168.1.1|10.0.2.15|DNS|508|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|96|
97|8.875|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|97|
99|8.887|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.menu.js HTTP/1.1|99|
105|8.914|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.jNice.js HTTP/1.1|105|
106|8.979|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery.bookmark.js HTTP/1.1|106|
111|8.986|10.0.2.15|91.239.200.182|HTTP|591|GET www.malakopanabrno.cz/app/js/jquery/jquery.mousewheel.js HTTP/1.1|111|
115|9.062|10.0.2.15|91.239.200.182|HTTP|592|GET www.malakopanabrno.cz/app/js/jquery/jquery.scrollPane.js HTTP/1.1|115|
117|9.064|91.239.200.182|10.0.2.15|HTTP|295|304 Not Modified HTTP/1.1|117|
119|9.131|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.countdown.js HTTP/1.1|119|
123|9.147|10.0.2.15|142.251.37.110|HTTP|591|GET maps.google.com/maps/api/js HTTP/1.1|123|
125|9.165|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|125|
127|9.178|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.colorbox.js HTTP/1.1|127|
129|9.184|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|129|
131|9.193|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|131|
133|9.195|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|133|
135|9.197|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.pngfix.js HTTP/1.1|135|
136|9.199|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/app/js/jquery/jquery.nivo.slider.js HTTP/1.1|136|
137|9.204|10.0.2.15|91.239.200.182|HTTP|581|GET www.malakopanabrno.cz/app/js/jquery/jquery.js HTTP/1.1|137|
141|9.228|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|141|
143|9.249|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|143|
145|9.274|10.0.2.15|91.239.200.182|HTTP|578|GET www.malakopanabrno.cz/app/js/swfobjects.js HTTP/1.1|145|
146|9.281|10.0.2.15|91.239.200.182|HTTP|574|GET www.malakopanabrno.cz/auth/js/ankety.js HTTP/1.1|146|
149|9.286|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|149|
151|9.293|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|151|
153|9.317|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|153|
155|9.337|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|155|
157|9.348|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|157|
159|9.376|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|159|
161|9.403|142.251.37.110|10.0.2.15|HTTP|2974|200 OK HTTP/1.1|161|
177|9.484|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.googletagmanager.com.'|177|
184|9.517|192.168.1.1|10.0.2.15|DNS|147|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|184|
194|9.529|10.0.2.15|192.168.1.1|DNS|79|Standard query A b'maps.googleapis.com.'|194|
195|9.53|10.0.2.15|91.239.200.182|HTTP|512|GET www.malakopanabrno.cz/stat/stat.php?rozliseni=2560x1335&bit=24&st=1&cache=1642586965_5 HTTP/1.1|195|
197|9.535|192.168.1.1|10.0.2.15|DNS|238|Standard response A b'maps.googleapis.com.' 142.251.36.74|197|
199|9.546|142.251.36.74|10.0.2.15|HTTP|680|403 Forbidden HTTP/1.1|199|
201|9.547|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/img/arrows/arrow.png HTTP/1.1|201|
202|9.58|10.0.2.15|91.239.200.182|HTTP|588|GET www.malakopanabrno.cz/img/layout/bsmk.png HTTP/1.1|202|
205|9.582|10.0.2.15|91.239.200.182|HTTP|599|GET www.malakopanabrno.cz/img/clubs/thumbs/agrostroj.png HTTP/1.1|205|
207|9.585|10.0.2.15|91.239.200.182|HTTP|594|GET www.malakopanabrno.cz/img/clubs/thumbs/bkmk.png HTTP/1.1|207|
208|9.586|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|208|
210|9.589|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|210|
211|9.596|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/royal-flush.png HTTP/1.1|211|
213|9.598|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|213|
215|9.618|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-1MYRIGZ4GXsdbbcy.jpg HTTP/1.1|215|
217|9.62|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-ZCvDncsDOBH9FOrQ.jpg HTTP/1.1|217|
218|9.621|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|218|
219|9.622|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|219|
220|9.624|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|220|
221|9.646|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|221|
222|9.651|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|222|
223|9.667|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|223|
224|9.676|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/img/dresses/t-204.png HTTP/1.1|224|
226|9.679|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/img/dresses/t-384.png HTTP/1.1|226|
228|9.695|10.0.2.15|91.239.200.182|HTTP|591|GET www.malakopanabrno.cz/img/icons/transfers.png HTTP/1.1|228|
229|9.702|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|229|
230|9.73|10.0.2.15|91.239.200.182|HTTP|599|GET www.malakopanabrno.cz/img/partners/new/starobrno.png HTTP/1.1|230|
231|9.744|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|231|
232|9.746|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|232|
233|9.753|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|233|
234|9.767|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|234|
235|9.792|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/partners/new/brno-reckovice.png HTTP/1.1|235|
237|9.8|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|237|
238|9.819|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|238|
239|9.821|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|239|
240|9.83|10.0.2.15|91.239.200.182|HTTP|595|GET www.malakopanabrno.cz/img/partners/new/kzsvb.png HTTP/1.1|240|
241|9.833|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|241|
242|9.846|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|242|
243|9.859|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|243|
244|9.882|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|244|
251|9.893|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.google-analytics.com.'|251|
252|9.894|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.google-analytics.com.'|252|
253|9.907|192.168.1.1|10.0.2.15|DNS|480|Standard response CNAME b'www.google-analytics.com.' b'www-google-analytics.l.google.com.'|253|
254|9.92|192.168.1.1|10.0.2.15|DNS|508|Standard response CNAME b'www.google-analytics.com.' b'www-google-analytics.l.google.com.'|254|
1|6.34|10.0.2.15|192.168.1.1|DNS|81|Standard query A b'www.malakopanabrno.cz.'|1|
2|6.355|10.0.2.15|192.168.1.1|DNS|75|Standard query A b'maps.google.com.'|2|
3|6.411|192.168.1.1|10.0.2.15|DNS|227|Standard response A b'maps.google.com.' 172.217.17.142|3|
7|6.749|192.168.1.1|10.0.2.15|DNS|232|Standard response A b'www.malakopanabrno.cz.' 91.239.200.182|7|
